balance,equity,free_balance,num_positions,realized_pnl,timestamp,total_risk,unrealized_pnl,used_balance
10000.0,10000.0,10000.0,0,0.0,2023-01-01T00:00:00,0,0,0
10000.0,10000.0,10000.0,0,0.0,2023-01-01T00:15:00,0,0,0
10000.0,10000.0,10000.0,0,0.0,2023-01-01T00:30:00,0,0,0
10000.0,10000.0,10000.0,0,0.0,2023-01-01T00:45:00,0,0,0
10000.0,10000.0,10000.0,0,0.0,2023-01-01T01:00:00,0,0,0
10000.0,10000.0,10000.0,0,0.0,2023-01-01T01:15:00,0,0,0
10000.0,10000.0,10000.0,0,0.0,2023-01-01T01:30:00,0,0,0
10000.0,10000.0,10000.0,0,0.0,2023-01-01T01:45:00,0,0,0
10000.0,10000.0,10000.0,0,0.0,2023-01-01T02:00:00,0,0,0
10000.0,10000.0,10000.0,0,0.0,2023-01-01T02:15:00,0,0,0
10000.0,10000.0,10000.0,0,0.0,2023-01-01T02:30:00,0,0,0
10000.0,10000.0,10000.0,0,0.0,2023-01-01T02:45:00,0,0,0
10000.0,10000.0,10000.0,0,0.0,2023-01-01T03:00:00,0,0,0
10000.0,10000.0,10000.0,0,0.0,2023-01-01T03:15:00,0,0,0
10000.0,10000.0,10000.0,0,0.0,2023-01-01T03:30:00,0,0,0
10000.0,10000.0,10000.0,0,0.0,2023-01-01T03:45:00,0,0,0
10000.0,10000.0,10000.0,0,0.0,2023-01-01T04:00:00,0,0,0
10000.0,10000.0,10000.0,0,0.0,2023-01-01T04:15:00,0,0,0
10000.0,10000.0,10000.0,0,0.0,2023-01-01T04:30:00,0,0,0
10000.0,10000.0,10000.0,0,0.0,2023-01-01T04:45:00,0,0,0
10000.0,10000.0,10000.0,0,0.0,2023-01-01T05:00:00,0,0,0
10000.0,10000.0,10000.0,0,0.0,2023-01-01T05:15:00,0,0,0
10000.0,10000.0,10000.0,0,0.0,2023-01-01T05:30:00,0,0,0
10000.0,10000.0,10000.0,0,0.0,2023-01-01T05:45:00,0,0,0
10000.0,10000.0,10000.0,0,0.0,2023-01-01T06:00:00,0,0,0
10000.0,10000.0,10000.0,0,0.0,2023-01-01T06:15:00,0,0,0
10000.0,10000.0,10000.0,0,0.0,2023-01-01T06:30:00,0,0,0
10000.0,10000.0,10000.0,0,0.0,2023-01-01T06:45:00,0,0,0
10000.0,10000.0,10000.0,0,0.0,2023-01-01T07:00:00,0,0,0
10000.0,10000.0,10000.0,0,0.0,2023-01-01T07:15:00,0,0,0
